Id,SalePrice
1461,1446.0927004929663
1462,1956.143599377748
1463,1854.5643119712668
1464,1562.7002722540576
1465,1085.0856572862986
1466,1502.866537948034
1467,1343.2471508822748
1468,1327.4751362765655
1469,1508.4835776156947
1470,1243.1905259883047
1471,1254.5791928495412
1472,731.9466177225822
1473,776.3780861738934
1474,952.5364168736818
1475,696.0004015577799
1476,1971.6309330774952
1477,1731.1187175671419
1478,1720.1196651584094
1479,1911.202810747428
1480,2446.824445680988
1481,2069.9306218406755
1482,1250.0640108294465
1483,2014.8317619821746
1484,884.6516416826637
1485,1648.0153226386572
1486,1432.1305882805193
1487,2344.3533831909813
1488,1478.9376825489217
1489,1339.2632918861586
1490,1660.061102962804
1491,1650.1197502539985
1492,1273.8223816491766
1493,1892.4534915863462
1494,2048.5136377049066
1495,1925.180674226409
1496,1257.3066993508505
1497,1060.4465595118872
1498,910.714523755706
1499,868.0632026788533
1500,889.9773249063213
1501,1068.981117969872
1502,803.6924635965017
1503,1802.8733117701481
1504,1450.6226330452496
1505,1441.8459680370047
1506,1690.7600877292089
1507,1971.8868954670806
1508,2287.500627828535
1509,1490.2898980540094
1510,1440.7529523627284
1511,1481.6603154325946
1512,1587.7500407331772
1513,1545.7633568699516
1514,1932.9515200948442
1515,1799.2285534502423
1516,2019.3942596170828
1517,1565.5760114009768
1518,1397.3731224192584
1519,1517.8294189884484
1520,1311.6855494009724
1521,1521.988228511622
1522,1585.9887623372904
1523,1277.6940057756653
1524,1404.0331813716223
1525,1415.4478234117921
1526,1588.847843486654
1527,1123.7653118931203
1528,1286.6859460633914
1529,1270.972268396478
1530,1541.5129406971241
1531,1206.5698692632138
1532,934.0448131165657
1533,1194.1844023804374
1534,1146.3304634441097
1535,1702.9406288694474
1536,1262.1202825584535
1537,1214.0996814710454
1538,1438.6137004131003
1539,1574.8599906358306
1540,1583.9026848379249
1541,1504.4911993798364
1542,1277.7889095754708
1543,1524.9296639117783
1544,878.031064508461
1545,1083.147254589944
1546,1085.4861041834997
1547,1227.971743869452
1548,1172.4036635600705
1549,1071.7969630059329
1550,1247.4871484624025
1551,1148.5706945130244
1552,1467.8066648716087
1553,1661.5475301047939
1554,889.8885712475284
1555,1971.185481760939
1556,1385.3231312752791
1557,1505.3967510776224
1558,1006.9564357258885
1559,1293.4540686166217
1560,1297.6038343443156
1561,1708.9396850766395
1562,1148.802285367058
1563,1182.7629038759085
1564,1392.3900963992944
1565,1559.958242059911
1566,2309.201519566884
1567,1153.7490644533775
1568,2236.6744679913973
1569,2142.2627899072972
1570,1422.4856675429687
1571,1350.8901099221669
1572,1432.3795519891391
1573,2160.4823875762904
1574,1490.501925014592
1575,1766.9042848747656
1576,1845.729980087397
1577,1215.4708011381465
1578,1714.6277080836207
1579,1458.4116138735558
1580,1509.323397832779
1581,1722.32617978893
1582,1134.5207946713276
1583,1893.9466071217344
1584,1622.0594180856974
1585,941.8571262425764
1586,1030.4137847662298
1587,1166.738020937658
1588,1488.8462026080133
1589,1454.5544624929596
1590,1121.882325366847
1591,1019.2131088144316
1592,1047.8847580013437
1593,1127.7008730526834
1594,1537.6765749816986
1595,1474.3804186481461
1596,1784.4973857659797
1597,2120.4538835612257
1598,2180.201099330748
1599,971.6077395496819
1600,958.1429011148281
1601,1042.5877926287676
1602,1296.1888756719454
1603,1168.11437516038
1604,1259.8848283408638
1605,1744.08829114962
1606,1455.3805653828595
1607,1871.2731682318058
1608,1584.441724344208
1609,1373.0628909386385
1610,1393.5133208817415
